Date,ETF,Price,Shares,Total_Invested
2020-11-24,VWO,42.245880126953125,0.0485,2.05
2020-11-24,QQQM,117.73969268798828,0.0168,1.98
2020-11-24,IAU,34.47999954223633,0.1015,3.5
2020-11-25,QQQ,288.4537658691406,0.0111,3.2
2020-11-25,SPY,341.0562438964844,0.0272,9.269999999999998
2020-11-25,VWO,42.05436325073242,0.0487,2.05
2020-11-25,QQQM,118.40017700195312,0.0167,1.98
2020-11-25,IAU,34.459999084472656,0.1016,3.5
2020-11-27,QQQ,291.1116027832031,0.0109,3.16
2020-11-27,SPY,342.0060729980469,0.027,9.25
2020-11-27,VWO,42.44609451293945,0.0497,2.11
2020-11-27,QQQM,119.4030532836914,0.0171,2.04
2020-11-27,IAU,34.08000183105469,0.1009,3.44
2020-11-30,QQQ,291.7055358886719,0.0097,2.84
2020-11-30,SPY,340.49200439453125,0.0283,9.62
2020-11-30,VWO,41.401485443115234,0.0539,2.23
2020-11-30,QQQM,119.65597534179688,0.0181,2.16
2020-11-30,IAU,33.900001525878906,0.0929,3.15
2020-12-01,QQQ,295.444091796875,0.009,2.67
2020-12-01,SPY,344.2160339355469,0.0273,9.390000000000002
2020-12-01,VWO,42.2632942199707,0.0601,2.54
2020-12-01,QQQM,121.31935119628906,0.0204,2.47
2020-12-01,IAU,34.58000183105469,0.0847,2.93
2020-12-02,QQQ,295.82379150390625,0.0091,2.7
2020-12-02,SPY,344.940185546875,0.0269,9.29
2020-12-02,VWO,42.245880126953125,0.0606,2.56
2020-12-02,QQQM,121.43606567382812,0.0205,2.49
2020-12-02,IAU,34.84000015258789,0.085,2.96
2020-12-03,QQQ,296.2425231933594,0.0089,2.65
2020-12-03,SPY,344.8460998535156,0.0267,9.199999999999998
2020-12-03,VWO,42.66372299194336,0.0621,2.65
2020-12-03,QQQM,121.61115264892578,0.0212,2.58
2020-12-03,IAU,35.119998931884766,0.0831,2.92
2020-12-04,QQQ,297.4497375488281,0.0089,2.64
2020-12-04,SPY,347.8179016113281,0.0265,9.229999999999999
2020-12-04,VWO,42.95098876953125,0.0612,2.63
2020-12-04,QQQM,122.02943420410156,0.021,2.56
2020-12-04,IAU,35.040000915527344,0.0839,2.94
2020-12-07,QQQ,299.13397216796875,0.009,2.7
2020-12-07,SPY,347.1031188964844,0.0258,8.97
2020-12-07,VWO,42.95098876953125,0.0629,2.7
2020-12-07,QQQM,122.39907836914062,0.0215,2.63
2020-12-07,IAU,35.540000915527344,0.0844,3.0
2020-12-08,QQQ,300.146484375,0.0091,2.74
2020-12-08,SPY,348.1187744140625,0.0257,8.930000000000001
2020-12-08,VWO,43.0728645324707,0.0625,2.69
2020-12-08,QQQM,123.15294647216795,0.0214,2.63
2020-12-08,IAU,35.65999984741211,0.0844,3.01
2020-12-09,QQQ,293.35089111328125,0.0095,2.79
2020-12-09,SPY,344.99664306640625,0.0254,8.78
2020-12-09,VWO,42.56796646118164,0.0655,2.79
2020-12-09,QQQM,120.47306060791016,0.0227,2.73
2020-12-09,IAU,35.099998474121094,0.0829,2.91
2020-12-10,QQQ,294.5289001464844,0.0093,2.74
2020-12-10,SPY,344.8837280273437,0.0255,8.79
2020-12-10,VWO,43.14250564575195,0.0658,2.84
2020-12-10,QQQM,120.87187957763672,0.023,2.78
2020-12-10,IAU,35.0,0.0814,2.85
2020-12-11,QQQ,293.8766174316406,0.0092,2.7
2020-12-11,SPY,344.4793701171875,0.0256,8.819999999999999
2020-12-11,VWO,42.85523223876953,0.0667,2.86
2020-12-11,QQQM,120.58979034423828,0.0232,2.8
2020-12-11,IAU,35.08000183105469,0.0804,2.82
2020-12-14,QQQ,296.0087890625,0.0092,2.71
2020-12-14,SPY,342.9369812011719,0.0257,8.82
2020-12-14,VWO,42.69854736328125,0.0667,2.85
2020-12-14,QQQM,121.48471069335938,0.023,2.79
2020-12-14,IAU,34.880001068115234,0.0811,2.83
2020-12-15,QQQ,299.17291259765625,0.0093,2.78
2020-12-15,SPY,347.5733337402344,0.0251,8.729999999999999
2020-12-15,VWO,43.09897994995117,0.0652,2.81
2020-12-15,QQQM,122.78816986083984,0.0223,2.74
2020-12-15,IAU,35.380001068115234,0.0831,2.94
2020-12-16,QQQ,300.8182983398437,0.0093,2.79
2020-12-16,SPY,348.1187744140625,0.0249,8.669999999999996
2020-12-16,VWO,43.33401870727539,0.0653,2.83
2020-12-16,QQQM,123.44963073730467,0.0224,2.77
2020-12-16,IAU,35.560001373291016,0.0827,2.94
2020-12-17,QQQ,302.78497314453125,0.0093,2.82
2020-12-17,SPY,350.0654602050781,0.0245,8.570000000000002
2020-12-17,VWO,43.682220458984375,0.0655,2.86
2020-12-17,QQQM,124.2764663696289,0.0225,2.8
2020-12-17,IAU,35.939998626708984,0.0821,2.95
2020-12-18,QQQ,301.8697509765625,0.0094,2.84
2020-12-18,SPY,348.66766357421875,0.0246,8.57
2020-12-18,VWO,43.5516471862793,0.0654,2.85
2020-12-18,QQQM,123.95545959472656,0.0226,2.8
2020-12-18,IAU,35.86000061035156,0.082,2.94
2020-12-21,QQQ,301.3050231933594,0.009,2.7
2020-12-21,SPY,347.4210510253906,0.025,8.67
2020-12-21,VWO,42.96575927734375,0.068,2.92
2020-12-21,QQQM,123.6300277709961,0.0233,2.88
2020-12-21,IAU,35.779998779296875,0.0791,2.83
2020-12-22,QQQ,302.1242980957031,0.0088,2.67
2020-12-22,SPY,346.8355407714844,0.025,8.670000000000002
2020-12-22,VWO,42.65046310424805,0.0692,2.95
2020-12-22,QQQM,123.9710464477539,0.0234,2.9
2020-12-22,IAU,35.52000045776367,0.0791,2.81
2020-12-23,QQQ,300.602783203125,0.0089,2.68
2020-12-23,SPY,347.147216796875,0.0249,8.650000000000002
2020-12-23,VWO,43.08836364746094,0.0685,2.95
2020-12-23,QQQM,123.40595245361328,0.0236,2.91
2020-12-23,IAU,35.720001220703125,0.0787,2.81
2020-12-24,QQQ,301.9292297363281,0.0089,2.7
2020-12-24,SPY,348.4976501464844,0.0247,8.610000000000003
2020-12-24,VWO,42.8431396484375,0.0689,2.95
2020-12-24,QQQM,123.9223175048828,0.0234,2.9
2020-12-24,IAU,35.84000015258789,0.0792,2.84
2020-12-28,QQQ,304.9723815917969,0.009,2.75
2020-12-28,SPY,351.4916381835937,0.0245,8.610000000000001
2020-12-28,VWO,42.93071746826172,0.0676,2.9
2020-12-28,QQQM,125.17918395996094,0.0228,2.86
2020-12-28,IAU,35.7400016784668,0.0806,2.88
2020-12-29,QQQ,305.24542236328125,0.0089,2.71
2020-12-29,SPY,350.8210754394531,0.0245,8.600000000000003
2020-12-29,VWO,43.39488220214844,0.0677,2.94
2020-12-29,QQQM,125.32534790039062,0.0231,2.89
2020-12-29,IAU,35.81999969482422,0.0798,2.86
2020-12-30,QQQ,305.2552490234375,0.0087,2.67
2020-12-30,SPY,351.3216857910156,0.0245,8.589999999999998
2020-12-30,VWO,43.99916458129883,0.0677,2.98
2020-12-30,QQQM,125.2278823852539,0.0235,2.94
2020-12-30,IAU,36.09999847412109,0.0781,2.82
2020-12-31,QQQ,306.0062255859375,0.0088,2.69
2020-12-31,SPY,353.1065979003906,0.0242,8.55
2020-12-31,VWO,43.88531875610352,0.0679,2.98
2020-12-31,QQQM,125.59813690185548,0.0234,2.94
2020-12-31,IAU,36.2599983215332,0.0783,2.84
2021-01-04,QQQ,301.6854248046875,0.0094,2.83
2021-01-04,SPY,348.2994079589844,0.0238,8.3
2021-01-04,VWO,44.08674621582031,0.0676,2.98
2021-01-04,QQQM,123.8151626586914,0.0237,2.94
2021-01-04,IAU,37.09999847412109,0.0795,2.95
2021-01-05,QQQ,304.1725158691406,0.0086,2.61
